text,label
"what is ""the prince of santorini"" anyway?",4
"does make it easier to find yourself on the page, doesn't it?",1
can you clarify?,3
"or, well, css that renders the text invisible?",1
may i venture to enquire why?,3
how excited are people about the album?,1
"sorry, i completely missed the subsection title.",4
"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again.",7
sounds interesting.,1
"dave long: thanks, great!",7
have you tried connecting manually using telnet?,4
is that tag from wordpress or does the nextgen gallery has it's own tagging mechanism?,0
pathauto is able to handle that.,0
"like what is required, ect?",4
do they lend themselves well to a term::menus approach?,1
"if i were to choose selected european leagues from this page <url>, do you have any thoughts on which ones are important?",4
why wouldn't you just use get when all you want to do is get data?,2
tlp thanks for the explanation.,7
can you confirm that's happening?,3
what about ethics in gis?,0
did you let jayjg know as well?,4
isn't it great we can all create a better world?,6
?,0
elendilthetall - please read my comment to the question.,3
when the exact date it published?,0
do you agree?,4
what kind of manipulations are you hoping to accomplish?,4
"the first example you give uses a relative url; the domain it's being served from should make no difference, because no domain is specified.",0
"anyhow, i agree with you that he'll be greatly missed - i sent him a message on nsf but i doubt if i'll get any reply - what are your thoughts on the matter?",0
"for example, is the debugging element defined so that there is a corresponding pdb file?",0
"if not ready for pass, anything else i can do to expedite the process?",4
perhaps you can explain it more clearly?,4
"katy, good buddy.",1
did you try changing the theme used by the website?,4
also have you tried applying the line directive to the ret instead of a nop?,4
do you have any idea who that oppose !voter was or why he was so upset with you?,4
could you enclose the code as it would make it easier to help you for us so'ers?,4
it's been over eighteen months: mind if i give unprotecting it a try?,1
can you post your code?,3
can you please show me how to do it with colorbox?,3
what platform are you coding for?,0
is it right?,3
good find.,0
please be a bit more precise.,3
is there any chance that i might be able to persuade you to voluntarily unbold it?,4
could you please describe it more in detail or send some link dealing with logos in this software?,3
please provide more information about what you've actually tried.,3
i am not a statistics expert.,0
"hi vikas, is there any special way to accept the answers?",3
even till today i could not get the solution.,4
where was it?,0
what is the problem you're experiencing?,0
"something must have changed in the algorhythms since then, because it will no longer read any page starting with an amharic character... is it broke?",3
that might be very helpful.,4
you wouldn't be using the google toolbar perchance?,5
why community wiki?,0
"i suppose intuitively, i'd expect each edge of a triangle to be part of a great circle - are these ""bulges"" relative to that?",1
i am happy to rewrite it but please explain to me how it is any different from the warrior lacrosse and stx pages?,3
any advice on edits we should make to get it up the quality scale?,6
