,Unnamed: 0,Sentence,label,super_strategy_patricia,Yann,S_Strat_Yann,annotation_patricia,AA,Vote
3174,3174,"Great- so bump up to around ten selected pictures (selective choices, obviously) and then you feel it is ready for FPOC?",d_06,1,,,,,
3175,3175,Is there anything you feel the portal is obviously lacking?,d_12,4,,,,,
3176,3176,Could you give us more information?,d_11,3,,,,,
3177,3177,What kind of OS and compiler are you using?,d_12,4,,,,,
3178,3178,I'm inclined to agree with Pavel.,0,0,,,,,
3179,3179,"Maybe change it to ""What tech purchase has best improved your life as a programmer"" or something?",d_12,4,,,,,
3180,3180,Hi.,0,0,,,,,
3181,3181,Is there anything I can do to help you utilize the spell check features of your browser?,d_12,4,,,,,
3182,3182,In the summer (June-July) I am going to work on the ''Messiah'' article.,d_06,1,,,,,
3183,3183,Would you like to be in on this?,d_12,4,,,,,
3184,3184,"I don't own any from Rousseau either, but I did know it was Grand Cru, just made a mistake!",0,0,,,,,
3185,3185,"I notice above you and Stefan discussing the Langton's Classification Wines, I'm going to have a go at getting articles made for more of the exceptional level producers, I've just finished one on <url> - are you interested in working on any of them together?",0,0,,,,,
3186,3186,Are you sure to have more than 4 images/node?,0,0,,,,,
3187,3187,"Also, are you the one behind http://www.drupality.be?",d_04,1,,,,,
3188,3188,welcome to stackoverflow.,0,0,,,,,
3189,3189,what language are you trying to do this in?,0,0,,,,,
3190,3190,"Consider these numbers to be the production count of a company over a period of 8 years ( 2000 to 2008 ) , i.e, Production Count(2000) = 1, Production Count(2001) = 2 .. Production Count(2008) = 60; So the goal here is to find the time period which saw the highest increase in the production percentage, That could be from 2000 to 2001 or 2001 to 2003 or even 2000 to 2003!",d_12,4,,,,,
3191,3191,Do you need further clarifications?,d_12,4,,,,,
3192,3192,There hasn't been much progress made in the last three days.,d_05,1,,,,,
3193,3193,Is anyone interested in responding?,d_12,4,,,,,
3194,3194,Which VB do you want an answer for?,d_12,4,,,,,
3195,3195,"VB.Net, VB6, VBA, or VBScript?",0,0,,,,,
3196,3196,I always forget testing things in IE.,0,0,,,,,
3197,3197,"Just out of curiosity, did you test this code on other browsers?",d_12,4,,,,,
3198,3198,Any particular language in mind?,0,0,,,,,
3199,3199,"Are you inserting this into an existing document, or creating a new one consisting of just the image?",d_06,1,,,,,
3200,3200,"OK, I've started the deletion debate at <url>.",d_17,6,,,,,
3201,3201,"As a major contributor, would you mind indicating there that you agree with deleting the page?",d_12,4,,,,,
3202,3202,What platform are you coding for?,0,0,,,,,
3203,3203,iPhone/iPad or Mac in general?,0,0,,,,,
3204,3204,"(sorry for delayed response) I think it would be difficult to intergrate them, my program would probably work more easily from a list of articles with typos generated from the database, with the spelling correction code built in to the program.",0,0,,,,,
3205,3205,"While on the subject, are you planning on running Humanbot again soon?",d_06,1,,,,,
3206,3206,You are very welcome.,0,0,,,,,
3207,3207,Isn't it great we can all create a better world?,d_17,6,,,,,
3208,3208,"Greetings, sorry to bother you here...",0,0,,,,,
3209,3209,"I have been using the MissingTopics tool for years, to generate <url> The last time I used it successfully was Nov 16.",0,0,,,,,
3210,3210,"Something must have changed in the algorhythms since then, because it will no longer read any page starting with an Amharic character... Is it broke?",d_11,3,,,,,
3211,3211,We still need more details: do you have your own SMTP server?,d_17,6,,,,,
3212,3212,Or are you using a gmail acccount for instance to send your mail through?,0,0,,,,,
3213,3213,"Hi there, I've raised the possibility of unprotecting the tamazepam page <url>.",0,0,,,,,
3214,3214,What are your thoughts?,0,0,,,,,
3215,3215,Thank you for taking the time to review my nomination of <url> as a featured article candidate.,d_110,7,,,,,
3216,3216,I have responded to the issues you raised in <url> - could you please review my replies and let me know if you're satisfied?,d_12,4,,,,,
3217,3217,i want to insert data whole data of array into vector of a map without using for loops.,0,0,,,,,
3218,3218,is it possible to push back data set into vector of map?,d_11,3,,,,,
3219,3219,You added the tag [approximation-hardness].,0,0,,,,,
3220,3220,"Can you elaborate on how this question is related to hardness of approximation, preferably in the question?",d_11,3,,,,,
3221,3221,Title is pretty incoherent.,0,0,,,,,
3222,3222,"Proposed edited title: ""Does the 'cat' argument in query_posts fetch posts from subcategories as well as the given ID?""",d_07,1,,,,,
3223,3223,"I just tried this bc I was thinking along the same lines but for some reason when I implement with my data1.csv file it makes no difference, I think it is because of userID numbering and lettering.",d_17,6,,,,,
3224,3224,"Is possible for me to send you the data file, so you can see what I mean?",d_11,3,,,,,
3225,3225,Thanks for telling me.,d_110,7,,,,,
3226,3226,"Do you just perform the rename, and I then re-create the account to take it for myself?",d_12,4,,,,,
3227,3227,It really depends on the specs and the quantities of your PCB.,0,0,,,,,
3228,3228,"Can you let us know the approximate size of the PCB, the quantity you want, how many layers, and if there are any other unusual requirements?",d_11,3,,,,,
3229,3229,"Hi, I recently got approval for your requested link replacement (sorry for the delay), but, after doing a <url> there seems to be very few links left to replace.",d_04,1,,,,,
3230,3230,Could you confirm the problem is solved?,d_11,3,,,,,
3231,3231,"These are the SC1 hotkeys, but it is tagged and titled with SC2.",0,0,,,,,
3232,3232,Which one is the mistake?,0,0,,,,,
3233,3233,"We already have a related (not a duplicate) question: [http://bicycles.stackexchange.com/q/1055/8](http://bicycles.stackexchange.com/questions/1055/which-states-or-countries-have-stop-sign-as-yield-laws-for-bicyclists-idaho-stop), but we never got a good summary of locations where the Idaho Stop was implemented--unless it's really only Idaho that has this law.",d_17,6,,,,,
3234,3234,Maybe make this a question asking how the law has worked out in these locations?,d_12,4,,,,,
3235,3235,"Not sure, but maybe you want a clustering alorithm, e.g.",0,0,,,,,
3236,3236,http://en.wikipedia.org/wiki/K-means_clustering?,0,0,,,,,
3237,3237,"Avogadro's number ($6.02 \times 10^{23} \mathrm{mol}^{-1}$) and Boltzmann constant ($1.38 \times 10^{-23} \mathrm{J}\,\mathrm{K}^{-1}$) are two totally unrelated constants.",d_06,1,,,,,
3238,3238,You want to estimate both?,d_04,1,,,,,
3239,3239,Thanks for the redactions :).,d_110,7,,,,,
3240,3240,Is it worth getting a third opinion at the reliable sources noticeboard vis a vis the use of law textbooks for points of law?,d_11,3,,,,,
3241,3241,"<url> is, in reality, a good guy, and quite reasonable.",0,0,,,,,
3242,3242,I'm confident that he'd be happy to help work with you on any image problems -- remember how you and I started out editing together?,0,0,,,,,
3243,3243,Your <url> is a brilliant idea!,0,0,,,,,
3244,3244,"Would you mind if I linked to it from my collection of ""Useful things"" on my user page?",d_12,4,,,,,
3245,3245,Dijkstra's algorithm finds the shortest path.,0,0,,,,,
3246,3246,"Negating the weights would cause it to find the longest path, but that won't work if the graph contains cycles, right?",d_12,4,,,,,
3247,3247,I added a clarifying sentence to my user page <url>.,0,0,,,,,
3248,3248,Do you think it distills the essence?,d_12,4,,,,,
3249,3249,Can you define butter spread for us?,d_11,3,,,,,
3250,3250,Do you mean margarine or other non-butter spreads?,d_12,4,,,,,
3251,3251,Or is there some spread that uses butter as a component that you're referring to?,d_11,3,,,,,
3252,3252,"One-way permutations are believed to exist (e.g., RSA).",0,0,,,,,
3253,3253,I suppose you are looking for negative results?,d_12,4,,,,,
3254,3254,What are you trying to optimize?,0,0,,,,,
3255,3255,Do you want to minimize the number of sets?,d_12,4,,,,,
3256,3256,"My post above was a helpful hint about following DYK as a whole, not about the nomination process.",0,0,,,,,
3257,3257,"Would you mind posting your post under a new heading, as it seems to have little to do with what I was saying and seems to be changing the subject?",d_12,4,,,,,
3258,3258,http://en.wikipedia.org/wiki/User:Mheart did the copyedit for the Japanese flag article and it was completed today.,0,0,,,,,
3259,3259,Is there anything else other than a copyedit that you need for this article?,d_12,4,,,,,
3260,3260,"|style=""vertical-align: middle; padding: 3px;"" | I've started the Badfinger wiki amd I need help.",d_07,1,,,,,
3261,3261,"You seem to know a lot about them, could you please help out?",d_12,4,,,,,
3262,3262,Welcome to the site!,0,0,,,,,
3263,3263,Are the rims the same size on both bikes?,0,0,,,,,
3264,3264,"Sorry nevermind I found the option for it :) 

Without having much knowledge of Wordpress, do you know how I'd go about combining image map within the fancybox with some custom jQuery to trigger events based on the area clicks?",d_12,4,,,,,
3265,3265,I have an interesting proposal... assuming the common tail of the list is infinitely long.,d_06,1,,,,,
3266,3266,How can you find the node intersection using constant memory?,d_11,3,,,,,
3267,3267,I believe you wanted to find out which party the PP was?,d_12,4,,,,,
3268,3268,"Well i'm sure you'll be able to find it at http://elections.uwa.edu.au/partysearch.lasso - my guess is that it could be the Progress Party, who ran in the 1977 WA HoR election?",d_16,6,,,,,
3269,3269,Have you tried to fully uninstall your application from your development phone and reinstall it from scratch?,d_12,4,,,,,
3270,3270,Maybe your database creation method is wrong?,d_12,4,,,,,
3271,3271,Howdy Mattisse.,0,0,,,,,
3272,3272,"Haven't I seen you on hockey articles, years ago?",d_07,1,,,,,
3273,3273,"No worries, please, dear - I'll keep this stage open at least until tomorrow night if you wish.",d_11,3,,,,,
3274,3274,Sounds ok to you?,d_06,1,,,,,
3275,3275,@Alan Good.,0,0,,,,,
3276,3276,"Can someone verify for Debian (repositories don't have 5.12.x), Mac OS X (MacPorts has 5.12.2), and Windows (ActiveState Perl 5.12.3)?",d_17,6,,,,,
3277,3277,There is something that is not clear to me.,0,0,,,,,
3278,3278,Do you want to stop the assembly execution for debugging purposes and inspect the code at an arbitrary location?,d_12,4,,,,,
3279,3279,Does saying `/bin/sh -l` fix it?,0,0,,,,,
3280,3280,"If not, what about switching to another shell, like `tcsh -l`?",d_12,4,,,,,
3281,3281,That would be awesome.,0,0,,,,,
3282,3282,Do you want to ask someone for clarification on whether project sandboxes are allowed?,d_12,4,,,,,
3283,3283,"+1 timely question, but you might clarify ""practical in the real world within the next two years"": it exists, can be used for many of the tasks that perl5 is useful for, has lots of nice improvements (rules being my favourite), and does look on track for release in tha time.",d_12,4,,,,,
3284,3284,So what's your threshold?,d_06,1,,,,,
3285,3285,"I agree with you in that this chapter has no place on <url>, moreover its inclusion there seems highly suspicious.",0,0,,,,,
3286,3286,Is there any way to see who added a particular word/sentence/paragraph without manually going through the history?,d_11,3,,,,,
3287,3287,That works just fine when I try it.,0,0,,,,,
3288,3288,What error are you getting?,0,0,,,,,
3289,3289,Thank you for closing out this debate.,d_110,7,,,,,
3290,3290,Can you please restore the history for GFDL purposes?,d_11,3,,,,,
3291,3291,"I see you deleted the Shayla LaVeaux article, citing copyright problems.",0,0,,,,,
3292,3292,I'd like to see if I can't clean it up... is there any way I can see the deleted article?,d_12,4,,,,,
3293,3293,"Sorry, I didn't know.",d_06,1,,,,,
3294,3294,"I added a tag, are you able to delete it?",0,0,,,,,
3295,3295,"This is a philosophical question, not a physics question.",0,0,,,,,
3296,3296,Maybe there's also a Philosophy Stack Exchange?,d_12,4,,,,,
3297,3297,"I've made some improvements to <url>, keeping in mind your previous comments about the article.",0,0,,,,,
3298,3298,"Since you gave its grade before, would you like to see it if it could be reassessed?",d_12,4,,,,,
3299,3299,Moved.,0,0,,,,,
3300,3300,would you like me to nominate you for adminship?,d_12,4,,,,,
3301,3301,You assume correctly; same principle would apply.,d_06,1,,,,,
3302,3302,":-) By the way, is there a trick to getting the (Talk) link in your signature automatically that I haven't learned yet?",d_12,4,,,,,
3303,3303,I tried to address your concerns in the nomination page.,0,0,,,,,
3304,3304,Do you mind having another look?,d_12,4,,,,,
3305,3305,That does sound odd.,0,0,,,,,
3306,3306,Is there perhaps a threshold setting of some sort?,d_12,4,,,,,
3307,3307,"Hello, our project has begun to fall a little bit behind the collaboration/organization department, would you, as an experienced editor be willing to help us revamp how we deal with issues?",d_17,6,,,,,
3308,3308,"The template is a little behind because of this, but it points to some good places:) Do you have anything in particular you would like to do with us?",d_12,4,,,,,
3309,3309,The result you're getting is odd.,0,0,,,,,
